name,Price Per Unit,Price Per Measure,Promotion
Morrisons Plain Scones,Morrisons Plain Scones6 per pack,£1.59,26.5p each,
Morrisons Plain Tortillas,Morrisons Plain Tortillas61g,£1.09,£1.79 per 100g,
Morrisons Plain Tortilla Wrap,Morrisons Plain Tortilla Wrap8 per pack,£1.15,14.4p each,
Morrisons Rainbow Cupcakes,Morrisons Rainbow Cupcakes4 per pack,£2.49,62.3p each,
Morrisons Rainbow Sprinkles Celebration Cake Serves 16,Morrisons Rainbow Sprinkles Cel…,£13.99,,
Morrisons Raspberry Sponge Cake,Morrisons Raspberry Sponge Cake,£1.99,,
Morrisons Rocky Road Bar,Morrisons Rocky Road Bar50g,£1.25,£2.50 per 100g,Food To Go Meal Deal for £3.50
Morrisons Savers Choc Chip Cake Bars,Morrisons Savers Choc Chip Cake Bars5 per pack,65p,13p each,
Morrisons Savers Crumpets,Morrisons Savers Crumpets6 per pack,42p,7p each,
Morrisons Savers Raspberry Mini Rolls,Morrisons Savers Raspberry Mini Rolls6 per pack,55p,9.2p each,
Morrisons Savers Sultana Scones,Morrisons Savers Sultana Scones10 per pack,55p,5.5p each,
Morrisons Savers Wholemeal Loaf,Morrisons Savers Wholemeal Loaf720g,45p,6.3p per 100g,
Morrisons Scotch Pancakes  ,Morrisons Scotch Pancakes  8 per pack,79p,9.9p each,
Morrisons Scrumptious Sweeties Celebration Cake Serves 16,Morrisons Scrumptious Sweeties Ce…,£7.59,,
Morrisons Seeded Sliced Bloomer ,Morrisons Seeded Sliced Bloomer 400g,£1.29,32.3p per 100g,
Morrisons Sliced Brioche Loaf,Morrisons Sliced Brioche Loaf500g,£2.09,41.8p per 100g,
Morrisons Sliced Fruited Teacakes,Morrisons Sliced Fruited Teacakes6 per pack,£1,16.7p each,
Morrisons Sliced White Rolls,Morrisons Sliced White Rolls6 per pack,79p,13.2p each,
Morrisons Soft Fresh Egg Waffles ,Morrisons Soft Fresh Egg Waffles 12 per pack,£2.49,20.8p each,
Morrisons Soft White Bloomer,Morrisons Soft White Bloomer400g,£1.29,32.3p per 100g,
Morrisons Soft White Rolls,Morrisons Soft White Rolls6 per pack,89p,14.8p each,
Morrisons Sparkles The Unicorn Celebration Cake Serves 16,Morrisons Sparkles The Unicorn Ce…,£13.99,,
Morrisons Star Player Football Celebration Cake Serves 12,Morrisons Star Player Football Ce…,£8.99,,
Morrisons Stonebaked White Pittas,Morrisons Stonebaked White Pittas6 per pack,79p,13.2p each,
Morrisons Stonebaked Wholemeal Pittas,Morrisons Stonebaked Wholemeal Pittas6 per pack,79p,13.2p each,
Morrisons Strawberry & Vanilla Jumbo Swiss Roll,Morrisons Strawberry & Vanilla Jumbo Swiss Roll,£1.55,,
Morrisons Strawberry Tarts,Morrisons Strawberry Tarts6 per pack,99p,16.5p each,"Offer price 99p, was £1.15"
Morrisons Sultana & Cherry Slab Cake,Morrisons Sultana & Cherry Slab Cake,£1.59,,
Morrisons Sultana Scones,Morrisons Sultana Scones6 per pack,£1.59,26.5p each,
Morrisons Super Toastie White Bread,Morrisons Super Toastie White Bread800g,89p,11.1p per 100g,
Morrisons Sweet-tastic Vanilla Traybake Serves 15,Morrisons Sweet-tastic Vani…,£7,,
Morrisons The Best All Butter Croissants,Morrisons The Best All Butter Croissants4 per pack,£2.25,56.3p each,
Morrisons The Best All Butter Scones,Morrisons The Best All Butter Scones4 per pack,£1.75,43.8p each,The Best Cream Tea Bundle For £5
Morrisons The Best All Butter Sultana Scone ,Morrisons The Best All Butter Sultana Scone 4 per pack,£1.75,43.8p each,The Best Cream Tea Bundle For £5
Morrisons The Best Bramley Apple & Cinnamon Hot Cross Buns,Morrisons The Best Bramley Apple…4 per pack,£1.25,31.3p each,Best Apple & Cinnamon Hot Cross Buns - 2 for £2
Morrisons The Best Brioche Buns,Morrisons The Best Brioche Buns4 per pack,£1.20,30p each,
Morrisons The Best Brioche Hot Dog Rolls,Morrisons The Best Brioche Hot Dog Rolls4 per pack,£1.20,30p each,
Morrisons The Best Buttermilk Pancakes ,Morrisons The Best Buttermilk Pancakes 4 per pack,£1.65,41.3p each,
Morrisons The Best Crumpets with Sourdough,Morrisons The Best Crumpets with Sourdough6 per pack,£1.15,19.2p each,
Morrisons The Best Double Chocolate Hot Cross Buns,Morrisons The Best Double C…4 per pack,£1.25,31.3p each,
Morrisons The Best Extra Fruity Hot Cross Buns,Morrisons The Best Extra Fruity Hot Cross Buns4 per pack,£1.25,31.3p each,"Offer price £1.25, was £1.59"
Morrisons The Best Fruited Teacakes,Morrisons The Best Fruited Teacakes4 per pack,£1.59,39.8p each,
Morrisons The Best Hand Decorated Belgian Chocolate Fudge Cake Serves 6,Morrisons The Best Hand Decor…,£2.99,,
Morrisons The Best Hand Decorated Carrot Cake Serves 6,Morrisons The Best Hand Decorat…,£2.99,,
Morrisons The Best Hand Decorated Coffee & Walnut Cake Serves 6,Morrisons The Best Hand Decorated Cof…,£2.99,,
Morrisons The Best Hand Decorated Lemon Cake Serves 6,Morrisons The Best Hand Decor…,£2.99,,
Morrisons The Best Hand Decorated Salted Caramel Cake Serves 6,Morrisons The Best Hand Decorated S…,£2.99,,
Morrisons The Best Hand Decorated Victoria Sponge Cake Serves 6,Morrisons The Best Hand Decorated Vic…,£2.89,,
Morrisons The Best Lemon Celebration Cake,Morrisons The Best Lemon Celebration Cake,£15.99,,
Morrisons The Best Macarons,Morrisons The Best Macarons10 per pack,£4,40p each,
Morrisons The Best Sourdough Ciabatta Rolls,Morrisons The Best Sourdough Ciabatta Rolls4 per pack,£1.45,36.3p each,
Morrisons The Best Sourdough Stonebaked Baguettes,Morrisons The Best Sourdoug…2 per pack,£1.45,72.5p each,
Morrisons The Best Sourdough Stonebaked Poppyseed Rolls,Morrisons The Best Sourdough St…4 per pack,£1.45,36.3p each,
Morrisons The Best Sunflower & Pumpkin Seed Loaf,Morrisons The Best Sunflowe…800g,£1.45,18.1p per 100g,
Morrisons The Best Sunflower & Pumpkin Seed Loaf,Morrisons The Best Sunflowe…400g,99p,24.8p per 100g,
Morrisons The Best Thick Cut Multi-Seed Loaf,Morrisons The Best Thick Cut Multi-Seed Loaf800g,£1.45,18.1p per 100g,
Morrisons The Best Thick Cut Multi Seed Loaf,Morrisons The Best Thick Cut Multi Seed Loaf400g,99p,24.8p per 100g,
Morrisons The Best Thick Cut Soya & Linseed Loaf,Morrisons The Best Thick Cut Soya & Linseed Loaf800g,£1.45,18.1p per 100g,
Morrisons The Best White Chocolate & Raspberry Cake,Morrisons The Best White Choc…,£15.99,,
Morrisons The Best White Rolls ,Morrisons The Best White Rolls 4 per pack,£1.20,30p each,Burger and Chips Bundle for £4.50
Morrisons The Best Wholemeal Rolls ,Morrisons The Best Wholemeal Rolls 4 per pack,£1.20,30p each,
Morrisons The Best Wholemeal Sunflower Seed & Spelt Farmhouse Loaf,Morrisons The Best Wholemea…800g,£1.45,18.1p per 100g,
Morrisons Thick Sliced Tiger Bloomer ,Morrisons Thick Sliced Tiger Bloomer 800g,£1.45,18.1p per 100g,
Morrisons Thick Sliced White Bloomer ,Morrisons Thick Sliced White Bloomer 800g,£1.45,18.1p per 100g,
Morrisons Toastie White Bread,Morrisons Toastie White Bread400g,69p,17.3p per 100g,
Morrisons Toastie White Bread,Morrisons Toastie White Bread800g,89p,11.1p per 100g,
Morrisons Triple Layer Chocolate Extravaganza Celebration Cake Serves 28,Morrisons Triple Layer Chocolat…,£13.99,,
Morrisons Triple Layer White Chocolate Extravaganza Cake Serves 28,Morrisons Triple Layer Whit…,£13.99,,
Morrisons Walnut Slab Cake,Morrisons Walnut Slab Cake,£1.59,,
Morrisons Wheat & White Tortillas,Morrisons Wheat & White Tortillas8 per pack,£1.09,13.6p each,
Morrisons White Mini Tortilla Wraps,Morrisons White Mini Tortilla Wraps8 per pack,99p,12.4p each,
Morrisons Wholemeal Medium Bread,Morrisons Wholemeal Medium Bread800g,89p,11.1p per 100g,
Morrisons Wholemeal Muffins,Morrisons Wholemeal Muffins4 per pack,99p,24.8p each,
Morrisons Wholemeal Rolls,Morrisons Wholemeal Rolls6 per pack,89p,14.8p each,
Morrisons Wholemeal Toastie Bread,Morrisons Wholemeal Toastie Bread800g,89p,11.1p per 100g,
Morrisons Wholemeal Toastie Bread,Morrisons Wholemeal Toastie Bread400g,69p,17.3p per 100g,
Mothers Pride Scottish Plain Medium Cut Bread,Mothers Pride Scottish Plain Medium Cut Bread800g,£1.65,20.6p per 100g,
Mr Kipling 30% Less Sugar Viennese Whirls,Mr Kipling 30% Less Sugar Viennese Whirls6 per pack,£1.50,25p each,
Mr Kipling Almond Slices,Mr Kipling Almond Slices6 per pack,£2,33.3p each,
Mr Kipling Angel Slices,Mr Kipling Angel Slices6 per pack,£2,33.3p each,
Mr Kipling Angel Slices,Mr Kipling Angel Slices8 per pack,£3.95,49.4p each,
Mr Kipling Apple & Blackcurrant Pies ,Mr Kipling Apple & Blackcurrant Pies 6 per pack,£2,33.3p each,
Mr Kipling Bakewell Slices,Mr Kipling Bakewell Slices6 per pack,£2,33.3p each,
Mr Kipling Bakewell Tart,Mr Kipling Bakewell Tart,£2.65,,
Mr Kipling Cherry Bakewells,Mr Kipling Cherry Bakewells6 per pack,£2,33.3p each,
Mr Kipling Chocolate Slices,Mr Kipling Chocolate Slices6 per pack,£2,33.3p each,
Mr Kipling Chocolate Slices,Mr Kipling Chocolate Slices8 per pack,£3.95,49.4p each,
Mr Kipling Country Slices,Mr Kipling Country Slices6 per pack,£2,33.3p each,
Mr Kipling Deep Filled Bramley Apple Pies,Mr Kipling Deep Filled Bramley Apple Pies6 per pack,£2,33.3p each,
Mr Kipling Deliciously Good Bramley Apple Pies,Mr Kipling Deliciously Good Bramley Apple Pies6 per pack,£2,33.3p each,"Offer price £2, was £2.99"
Mr Kipling Double Chocolate 10  Gooey Brownie Bites,Mr Kipling Double Chocolate 1…192g,£2,£1.04 per 100g,
Mr Kipling Egg Fancies,Mr Kipling Egg Fancies8 per pack,£1.75,21.9p each,
Mr Kipling French Fancies,Mr Kipling French Fancies8 per pack,£2.99,37.4p each,
Mr Kipling Fruity Pies Selection,Mr Kipling Fruity Pies Selection6 per pack,£2,33.3p each,
Mr Kipling Jam Tarts        ,Mr Kipling Jam Tarts        6 per pack,£2,33.3p each,
Mr Kipling Lemon & Raspberry Mini Batts,Mr Kipling Lemon & Raspberry Mini Batts5 per pack,£1.25,25p each,
Mr Kipling Lemon Bakewells,Mr Kipling Lemon Bakewells6 per pack,£1.75,29.2p each,
Mr Kipling Lemon Fancies ,Mr Kipling Lemon Fancies 8 per pack,£1.75,21.9p each,
Mr Kipling Lemon Slices,Mr Kipling Lemon Slices6 per pack,£2,33.3p each,
Mr Kipling Lemon Slices,Mr Kipling Lemon Slices8 per pack,£3.95,49.4p each,
Mr Kipling Lemon Whirls,Mr Kipling Lemon Whirls6 per pack,£1.25,20.8p each,
Mr Kipling Manor House Cake,Mr Kipling Manor House Cake,£2.99,,
Mr Kipling Mini Battenberg Cakes,Mr Kipling Mini Battenberg Cakes5 per pack,£2.49,49.8p each,
Mr Kipling Salted Caramel 10 Gooey Brownie Bites,Mr Kipling Salted Caramel 10 Gooey Brownie Bites192g,£2,£1.04 per 100g,
Mr Kipling Standard Battenberg,Mr Kipling Standard Battenberg,£1.99,,
Mr Kipling Trifle Bakewells ,Mr Kipling Trifle Bakewells 6 per pack,£2,33.3p each,
Mr Kipling Unicorn Slices,Mr Kipling Unicorn Slices6 per pack,£2,33.3p each,
Mr Kipling Victoria Slices,Mr Kipling Victoria Slices6 per pack,£2,33.3p each,
Mr Kipling Viennese Whirls,Mr Kipling Viennese Whirls6 per pack,£2.49,41.5p each,
Mrs Crimble's Gluten Free 4 Big Bakewell Slices 200g ,Mrs Crimble's Gluten Free 4 B…4 per pack,£1.59,39.8p each,
Mrs Crimble's Gluten Free 6 Big Chocolate Macaroons 180g,Mrs Crimble's Gluten Free 6 Big…6 per pack,£1,16.6p each,"Offer price £1, was £1.49"
My Little Pony Celebration Cake,My Little Pony Celebration Cake,£11.99,,
New York Bakery Co. Cinnamon & Raisin Bagels,New York Bakery Co. Cinnamon & Raisin Bagels5 per pack,£1.35,27p each,"Offer price £1.35, was £1.89"
New York Bakery Co. Original Bagels,New York Bakery Co. Original Bagels5 per pack,£1.35,27p each,"Offer price £1.35, was £1.89"
New York Bakery Co. Original Bagel Thins,New York Bakery Co. Original Bagel Thins4 per pack,£1.29,32.3p each,
New York Bakery Co. Red Onion & Chive Bagels,New York Bakery Co. Red Onion & Chive Bagels5 per pack,£1.35,27p each,"Offer price £1.35, was £1.89"
New York Bakery Co. Sesame Bagel,New York Bakery Co. Sesame Bagel,£1.35,,"Offer price £1.35, was £1.89"
New York Bakery Co. Soft Seeded Bagel Thins,New York Bakery Co. Soft Seeded Bagel Thins4 per pack,£1.29,32.3p each,
Oreo Sandwich Biscuits Choc'o Brownie,Oreo Sandwich Biscuits Choc'o Brownie154g,89p,57.8p per 100g,"Offer price 89p, was £1"
Perkier Madagascan Vanilla & Dark Chocolate Bars ,Perkier Madagascan Vanilla…3 x 37g,£2.75,£2.48 per 100g,
Perkier Nutty Toffee & Dark Choc Vitamin Bars,Perkier Nutty Toffee & Dark Choc Vitamin Bars3 x 37g,£2.75,£2.48 per 100g,
Real Lancashire Eccles Cakes,Real Lancashire Eccles Cakes4 per pack,£2.29,57.3p each,
Regal Classic Choco & Honey Snack Cakes,Regal Classic Choco & Honey Snack Cakes250g,£1.29,51.6p per 100g,
Regal Classic Milk Snack Cakes,Regal Classic Milk Snack Cakes250g,£1.25,50p per 100g,
Regal Marble Fairy Cakes,Regal Marble Fairy Cakes12 per pack,£1.15,9.6p each,
Regal Plain Fairy Cakes,Regal Plain Fairy Cakes12 per pack,£1.15,9.6p each,
Riverbank Bakery Cherry & Sultana Cake ,Riverbank Bakery Cherry & Sultana Cake 400g,£2,50p per 100g,
Riverbank Bakery Date & Walnut Cake ,Riverbank Bakery Date & Walnut Cake 400g,£2,50p per 100g,
Riverbank Bakery Mixed Fruit Cake ,Riverbank Bakery Mixed Fruit Cake 400g,£2,50p per 100g,
Roberts Medium Soft White Bread,Roberts Medium Soft White Bread800g,£1.35,16.9p per 100g,
Roberts Mega Thick Soft White Bread,Roberts Mega Thick Soft White Bread800g,£1.35,16.9p per 100g,
Roberts Thick Soft White Bread,Roberts Thick Soft White Bread800g,£1.35,16.9p per 100g,
Savers Chocolate Mini Rolls,Savers Chocolate Mini Rolls6 per pack,55p,9.2p each,
Say It With Cake.. Happy Birthday Celebration Cake Cubes Serves 15,Say It With Cake.. Happy Birthday Celeb…,£11.99,,
Schar Gluten-Free Mini Baguette ,Schar Gluten-Free Mini Baguette 2 x 75g,£2.29,£1.53 per 100g,
Schar Gluten Free Wholesome White Loaf,Schar Gluten Free Wholesome White Loaf300g,£2.95,98.3p per 100g,
Scott's Party Fairy Cakes,Scott's Party Fairy Cakes12 per pack,£1.99,16.6p each,
Soreen 5 Apple Lunchbox Loaves,Soreen 5 Apple Lunchbox Loaves5 per pack,£1.75,35p each,
Soreen Banana Loaf      ,Soreen Banana Loaf      260g,£1.25,48.1p per 100g,"Offer price £1.25, was £1.49"
Soreen Fruity 5 Loaf ,Soreen Fruity 5 Loaf 190g,£1,52.6p per 100g,
Soreen Large Fruity Malt Loaf,Soreen Large Fruity Malt Loaf260g,£1.25,48.1p per 100g,"Offer price £1.25, was £1.49"
Soreen Lunchbox Loaves,Soreen Lunchbox Loaves5 per pack,£1.75,35p each,
Soreen Lunchbox Loaves Banana,Soreen Lunchbox Loaves Banana5 per pack,£1.75,35p each,
Soreen Malt Family Pack ,Soreen Malt Family Pack 390g,£1.75,44.9p per 100g,
Soreen Malt Lunchbox Loaves,Soreen Malt Lunchbox Loaves10 per pack,£2.49,24.9p each,
Soreen Sliced Loaf ,Soreen Sliced Loaf 290g,£1.75,60.3p per 100g,
Soreen  Strawberry Lunchbox Loaves,Soreen  Strawberry Lunchbox Loaves5 per pack,£1.75,35p each,
Spiderman Celebration Cake Serves 14,Spiderman Celebration Cake Serves 14,£13.99,,
St. Pierre 4 Brioche Hot Dog Rolls,St. Pierre 4 Brioche Hot Dog Rolls4 per pack,£1.99,49.8p each,
St. Pierre 4 Seeded Brioche Burger Buns,St. Pierre 4 Seeded Brioche Burger Buns4 per pack,£2.85,71.3p each,
St Pierre Brioche Bagels,St Pierre Brioche Bagels4 per pack,£2.59,64.8p each,
St Pierre Brioche Burger Buns,St Pierre Brioche Burger Buns6 per pack,£2.79,46.5p each,
St Pierre Brioche Loaf,St Pierre Brioche Loaf500g,£3.65,73p per 100g,
St Pierre Soft Brioche Baguettes,St Pierre Soft Brioche Baguettes4 per pack,£2.50,62.5p each,
St Pierre Vanilla Brioche Tear And Share ,St Pierre Vanilla Brioche Tear And Share 500g,£3.99,79.8p per 100g,
Tan Y Castell Welsh Cakes,Tan Y Castell Welsh Cakes6 per pack,£1.20,20p each,
TGI Fridays Chocolate Brownie Heaven Celebration Cake Serves 8,TGI Fridays Chocolate Brownie Heave…,£4,,
TGI Fridays Chocolate Fudge Fixation Celebration Cake Serves 8,TGI Fridays Chocolate Fudge Fixatio…,£4,,
The Clay Oven Bakery Garlic & Coriander Naan Bread,The Clay Oven Bakery Garlic…360g,£1.75,48.6p per 100g,
The Clay Oven Bakery Plain Naan Bread ,The Clay Oven Bakery Plain Naan Bread 360g,£1.75,48.6p per 100g,
Thorntons Sticky Toffee Celebration Cake Serves 12,Thorntons Sticky Toffee Cel…,£10.49,,
Thorntons Ultimately Indulgent Chocolate Gift Cake Serves 4,Thorntons Ultimately Indulgent Ch…,£5.49,,
Waffle Amour Choco Sugar Waffles,Waffle Amour Choco Sugar Waffles5 per pack,£1.80,36p each,
Warburtons 21 Seeds And Grains Thin Bagels,Warburtons 21 Seeds And Grains Thin Bagels4 per pack,£1.65,41.3p each,Buy 3 for £3.50
Warburtons 6 Crumpets,Warburtons 6 Crumpets6 per pack,95p,15.8p each,
Warburtons 9 Crumpets   ,Warburtons 9 Crumpets   9 per pack,£1.35,15p each,Buy 3 for £3.50
Warburtons Cinnamon & Raisin Bagels,Warburtons Cinnamon & Raisin Bagels5 per pack,£1.85,37p each,
Warburtons Danish White Bread,Warburtons Danish White Bread400g,£1.25,31.3p per 100g,
Warburtons Fruity Teacakes,Warburtons Fruity Teacakes4 per pack,£1.35,33.8p each,
Warburtons Giant Crumpets,Warburtons Giant Crumpets3 per pack,75p,25p each,"Offer price 75p, was £1.10"
Warburtons Gluten Free 4 Crumpets,Warburtons Gluten Free 4 Crumpets,£2.19,,
Warburtons Gluten Free Artisan White Sourdough Cob,Warburtons Gluten Free Arti…400g,£3.49,87.3p per 100g,
Warburtons Gluten Free High Protein Seeded Wraps,Warburtons Gluten Free High…,£2.59,,
Warburtons Gluten Free Multiseed Loaf,Warburtons Gluten Free Multiseed Loaf300g,£2.15,71.7p per 100g,
Warburtons Gluten Free Super Soft Sliced Square Rolls,Warburtons Gluten Free Super…4 per pack,£2.30,57.5p each,"Offer price £2.30, was £2.69"
Warburtons Gluten Free Tiger Bloomer,Warburtons Gluten Free Tiger Bloomer400g,£3.49,87.3p per 100g,
Warburtons Gluten Free White Loaf,Warburtons Gluten Free White Loaf300g,£2.15,71.7p per 100g,
Warburtons Gluten Free White Sandwich Thins,Warburtons Gluten Free White Sandwich Thins,£2.69,,
Warburtons Gluten Free White Wraps,Warburtons Gluten Free White Wraps,£2.69,,
Warburtons Half White Half Wholemeal Thins,Warburtons Half White Half Wholemeal Thins6 per pack,£1.20,20p each,
Warburtons Lighter Danish Wholemeal Bread,Warburtons Lighter Danish Wholemeal Bread400g,£1.25,31.3p per 100g,
Warburtons Make It Grain,Warburtons Make It Grain700g,£1.95,27.9p per 100g,
Warburtons Medium White Bread,Warburtons Medium White Bread400g,£1.15,28.8p per 100g,
Warburtons Medium White Bread,Warburtons Medium White Bread800g,£1.40,17.5p per 100g,
Warburtons Medium Wholemeal Bread,Warburtons Medium Wholemeal Bread400g,£1.15,28.8p per 100g,
Warburtons Milk Roll Bread,Warburtons Milk Roll Bread400g,£1.25,31.3p per 100g,
Warburtons Multi Seeded Artisan Bread,Warburtons Multi Seeded Artisan Bread540g,£2.50,46.3p per 100g,
Warburtons Old English White Bread,Warburtons Old English White Bread400g,£1.80,45p per 100g,
Warburtons Orange Fruit Loaf,Warburtons Orange Fruit Loaf,£2.05,,
Warburtons Original Farmhouse Bread,Warburtons Original Farmhouse Bread800g,£1.60,20p per 100g,Buy 3 for £3.50
Warburtons Original White Farmhouse Bread,Warburtons Original White Farmhouse Bread400g,£1.30,32.5p per 100g,
Warburtons Plain Bagels,Warburtons Plain Bagels5 per pack,£1.85,37p each,
Warburtons Plant Power,Warburtons Plant Power700g,£1.95,27.9p per 100g,
Warburtons Potato Cakes,Warburtons Potato Cakes6 per pack,£1.15,19.2p each,
Warburtons Raisin Loaf with Cinnamon,Warburtons Raisin Loaf with Cinnamon,£2.05,,
Warburtons Seeded Batch Bread,Warburtons Seeded Batch Bread800g,£1.85,23.1p per 100g,
Warburtons Seeded Batch Bread,Warburtons Seeded Batch Bread400g,£1.20,30p per 100g,
Warburtons Seeded Protein Thin Bagels,Warburtons Seeded Protein Thin Bagels4 per pack,£1.65,41.3p each,Buy 3 for £3.50
Warburtons Sliced Soft White Rolls,Warburtons Sliced Soft White Rolls6 per pack,£1.20,20p each,
Warburtons Sliced White Rolls,Warburtons Sliced White Rolls12 per pack,£2.05,17.1p each,
Warburtons Soft Brown Sliced Sandwich Thins,Warburtons Soft Brown Sliced Sandwich Thins6 per pack,£1.35,22.5p each,
Warburtons Soft White Pittas,Warburtons Soft White Pittas4 x 252g,£1.15,11.4p per 100g,
Warburtons Soft White Sliced Sandwich Thins,Warburtons Soft White Sliced Sandwich Thins6 per pack,£1.35,22.5p each,
Warburtons  Super Toastie  White Bread,Warburtons  Super Toastie  White Bread800g,£1.40,17.5p per 100g,
Warburtons The Big 21 Seeds & Grains ,Warburtons The Big 21 Seeds & Grains 700g,£1.95,27.9p per 100g,
Warburtons Thin Bagels Cinnamon & Raisin,Warburtons Thin Bagels Cinnamon & Raisin6 per pack,£1.65,27.5p each,Buy 3 for £3.50
Warburtons Thin Plain Bagels,Warburtons Thin Plain Bagels6 per pack,£1.65,27.5p each,Buy 3 for £3.50
Warburtons Tiger Bloom White Bread,Warburtons Tiger Bloom White Bread600g,£1.65,27.5p per 100g,Buy 3 for £3.50
Warburtons White Sour Dough Artisan,Warburtons White Sour Dough Artisan540g,£2.50,46.3p per 100g,
Warburtons White Toastie Bread,Warburtons White Toastie Bread400g,£1.15,28.8p per 100g,
Warburtons White Toastie Bread,Warburtons White Toastie Bread800g,£1.40,17.5p per 100g,
Warburtons Wholemeal Medium Bread,Warburtons Wholemeal Medium Bread800g,£1.40,17.5p per 100g,
Warburtons Wholemeal Soft Pittas,Warburtons Wholemeal Soft Pittas4 per pack,£1.15,28.8p each,
We Love Cake Rip Roaring Raspberry Ripple Slices,We Love Cake Rip Roaring Raspberry Ripple Slices4 per pack,£1.99,49.8p each,
We Love Cake Totally Toffee Sticky Toffee Slices ,We Love Cake Totally Toffee Sticky Toffee Slices 4 per pack,£1.99,49.8p each,
Whaoo 6 Caramel Filled Crepes,Whaoo 6 Caramel Filled Crepes192g,£2.69,£1.40 per 100g,
Whaoo Chocolate Filled Crepes,Whaoo Chocolate Filled Crepes8 per pack,£2.69,33.6p each,
WW White Wraps,WW White Wraps6 per pack,£1.50,25p each,
WW Wholemeal Wraps,WW Wholemeal Wraps6 per pack,£1.50,25p each,
Yorkshire Baking Co Lemon Crunch Mega Loaf,Yorkshire Baking Co Lemon Crunch Mega Loaf,£2.35,,
Yorkshire Baking Co Madeira Mega Loaf,Yorkshire Baking Co Madeira Mega Loaf,£2.35,,
Yorkshire Baking Company Cherry Mega Loaf,Yorkshire Baking Comp…,£2.35,,
Yorkshire Baking Company Chocolate Mega Loaf,Yorkshire Baking Compan…,£2.35,,
Yorkshire Baking Company Ginger Loaf Cake,Yorkshire Baking Comp…,£1.49,,
Yorkshire Baking Company Sultana Mega Loaf,Yorkshire Baking Compan…,£2.35,,
Yorkshire Baking Company Tea Loaf Cake,Yorkshire Baking Company Tea Loaf Cake,£1.49,,
